Ingredients,Cleaned_Ingredients
"['375g ready-rolled shortcrust pastry sheet', 'flour , for dusting', '1 egg , beaten with a good pinch of flaky salt', '3 tbsp finely grated parmesan', '7 cherry tomatoes , halved', '200g bought hummus', 'few chives', '200g soft cheese', '85g smoked salmon', 'dill sprigs', 'tiny capers , optional']",['finely grated parmesan']
